idx,value
346,3807
347,705
348,121
349,2250
350,5613
351,9391
352,6873
353,9099
354,2053
355,9734
356,5426
357,659
358,5044
359,5925
360,2554
361,494
362,6919
363,412
364,3215
365,1508
366,6041
367,8818
368,2217
369,1245
370,1148
371,4413
372,1965
373,1624
374,4566
375,9149
376,1907
377,4749
378,2702
379,2474
380,8986
381,7746
382,6263
383,8576
384,4266
385,2107
386,1836
387,856
388,9962
389,8806
390,6204
391,1801
392,3731
393,5270
394,2889
395,2126
396,6597
397,2093
398,6571
399,1833
400,2617
401,4512
402,4010
403,8120
404,8806
405,3734
406,1820
407,7880
408,8968
409,8081
410,1612
411,7848
412,1630
413,272
414,7324
415,7103
416,1906
417,9556
418,5516
419,4176
420,9007
421,1809
422,2731
423,9628
424,6606
425,1223
426,8205
427,8233
428,8257
429,5618
430,4957
431,1266
432,596
433,5167
434,1557
435,9374
436,5441
437,865
438,9117
439,550
440,6931
441,5458
442,9824
443,1617
444,8029
445,1485
446,5861
447,4739
448,5915
449,1276
450,6252
451,2870
452,9529
453,797
454,3271
455,6118
456,6467
457,1755
458,5323
459,7412
460,6509
461,9802
462,5159
463,4499
464,6036
465,2834
466,2037
467,1623
468,2484
469,9360
470,2846
471,9567
472,2924
473,9226
474,4035
475,4656
476,2063
477,3473
478,7193
479,948
480,8860
481,2220
482,149
483,5122
484,5792
485,4562
486,264
487,3216
488,6746
489,8152
490,2412
491,4423
492,5264
493,2172
494,2160
495,310
496,6960
497,5025
498,1105
499,8857
500,3385
501,1533
502,8730
503,2571
504,523
505,4079
506,5580
507,8378
508,7676
509,900
510,7665
511,2122
512,5293
513,2459
514,9646
515,733
516,428
517,4472
518,4408
519,8721
520,1163
521,5751
522,9512
523,106
524,1265
525,7922
526,897
527,7170
528,8912
529,7140
530,3521
531,8382
532,7191
533,1198
534,5207
535,1363
536,9752
537,2601
538,5972
539,7513
540,1644
541,558
542,4645
543,6046
544,3446
545,9955
546,128
547,7278
548,6134
549,5095
550,188
551,5666
552,4351
553,8848
554,1302
555,3078
556,8554
557,2050
558,3937
559,480
560,8348
561,4162
562,2526
563,8045
564,3014
565,9212
566,45
567,1902
568,2620
569,1426
570,5827
571,4564
572,808
573,7350
574,2060
575,5735
576,6303
577,2250
578,1618
579,2877
580,1204
581,6966
582,7582
583,8473
584,156
585,5786
586,9871
587,5266
588,2306
589,5525
590,1033
591,8103
592,6476
593,8965
594,7696
595,1775
596,8334
597,6863
598,965
599,9845
600,349
601,8913
602,5936
603,883
604,3142
605,1078
606,6559
607,5598
608,7760
609,2010
610,8781
611,1731
612,6767
613,7662
614,3126
615,6801
616,7179
617,2799
618,1946
619,9143
620,4993
621,8050
622,1265
623,3759
624,952
625,6771
626,3246
627,8507
628,5159
629,6942
630,5015
631,3310
632,7844
633,1933
634,1731
635,5599
636,6688
637,1348
638,1349
639,9738
640,6465
641,9785
642,920
643,5815
644,9552
645,727
646,1612
647,6159
648,2165
649,1237
650,4432
651,492
652,223
653,835
654,6432
655,6400
656,3112
657,693
658,9105
659,6025
660,9401
661,6515
662,266
663,9043
664,4762
665,3551
666,6054
667,8383
668,9548
669,8200
670,7895
671,9187
672,7514
673,5711
674,7517
675,3185
676,813
677,8441
678,6087
679,61
680,6608
681,341
682,6105
683,1177
684,1668
685,1054
686,7662
687,4675
688,1813
689,3426
690,1536
691,2657
692,4268
693,5844
694,279
695,3484
696,1669
697,6415
698,6382
699,4987
700,5428
701,1484
702,8684
703,4673
704,2452
705,3350
706,9921
707,2442
708,1248
709,7356
710,8927
711,6178
712,1222
713,6167
714,380
715,5302
716,7528
717,156
718,4341
719,5855
720,6821
721,8324
722,9748
723,44
724,5800
725,2234
726,5173
727,5535
728,6655
729,5525
730,4838
731,4476
732,6398
733,1479
734,7229
735,8317
736,2037
737,3076
738,6894
739,5497
740,7776
741,7223
742,5229
743,806
744,397
745,5426
746,849
747,1356
748,5443
749,8325
750,4106
751,9676
752,9889
753,8321
754,2053
755,4833
756,1173
757,3421
758,3325
759,2726
760,8719
761,6536
762,947
763,3689
764,9060
765,5504
766,833
767,1934
768,9015
769,387
770,4604
771,2038
772,1221
773,4836
774,6649
775,1009
776,3279
777,9952
778,5745
779,2834
780,2046
781,4481
782,8392
783,2803
784,6450
785,7010
786,6938
787,2521
788,9323
789,6949
790,1366
791,7816
792,8844
793,7458
794,1648
795,2778
796,8381
797,4080
798,5058
799,9804
800,9808
801,1433
802,1090
803,602
804,2470
805,7417
806,7562
807,2476
808,5459
809,1159
810,5172
811,6545
812,7871
813,6279
814,6884
815,8827
816,9454
817,4799
818,299
819,4683
820,323
821,3561
822,2489
823,4958
824,4464
825,5881
826,1283
827,5207
828,4929
829,4767
830,3717
831,2064
832,58
833,9183
834,7337
835,268
836,781
837,1999
838,4441
839,591
840,3441
841,3888
842,2177
843,2607
844,751
845,2881
846,5833
847,8268
848,2767
849,2752
850,7137
851,2367
852,7075
853,5506
854,5374
855,7999
856,2226
857,2822
858,532
859,7753
860,6568
861,1093
862,7188
863,9617
864,155
865,28
866,665
867,5124
868,9937
869,8813
870,6477
871,7664
872,4017
873,7027
874,8913
875,8918
876,4119
877,2181
878,4205
879,8575
880,2236
881,4285
882,8164
883,3773
884,5316
885,1001
886,2492
887,483
888,7994
889,6113
890,5788
891,7736
892,2298
893,9786
894,4103
895,1991
896,8637
897,4410
898,4105
899,874
900,2090
901,9597
902,6655
903,169
904,4890
905,120
906,476
907,2222
908,4237
909,812
910,7528
911,4123
912,7388
913,701
914,3195
915,6574
916,847
917,8068
918,108
919,4579
920,6848
921,7009
922,8083
923,3018
924,8415
925,149
926,4117
927,2875
928,8791
929,8959
930,2561
931,8231
932,7760
933,2053
934,8982
935,7041
936,5750
937,7830
938,1064
939,9805
940,203
941,6910
942,2355
943,8984
944,2505
945,121
946,9455
947,7289
948,603
949,2395
950,2741
951,453
952,7548
953,816
954,320
955,7545
956,6815
957,1919
958,7911
959,3956
960,3120
961,4356
962,42
963,9522
964,9227
965,3694
966,8491
967,1377
968,9965
969,7174
970,5056
971,6733
972,9479
973,7346
974,3494
975,8623
976,5546
977,6857
978,8808
979,2982
980,3279
981,6712
982,400
983,6900
984,6374
985,6260
986,5580
987,3036
988,2226
989,3568
990,7189
991,2778
992,578
993,4705
994,9036
995,6548
996,2675
997,2464
998,8470
999,5967
