idx,value
377,4022
378,9178
379,116
380,4720
381,3428
382,756
383,9003
384,9696
385,4678
386,4855
387,1062
388,5216
389,6752
390,7880
391,9419
392,2177
393,3425
394,855
395,4339
396,8451
397,5912
398,506
399,2003
400,8363
401,1975
402,7722
403,828
404,405
405,487
406,6892
407,5473
408,4588
409,3885
410,3714
411,663
412,4247
413,6427
414,8355
415,3905
416,8806
417,8106
418,761
419,5996
420,4174
421,3462
422,5353
423,5912
424,5856
425,2570
426,3881
427,2105
428,6113
429,4686
430,2573
431,7053
432,213
433,1470
434,866
435,5583
436,830
437,13
438,1502
439,5499
440,1764
441,6410
442,519
443,6403
444,53
445,7794
446,2020
447,8801
448,7199
449,4198
450,2673
451,7070
452,7770
453,3694
454,6551
455,514
456,4604
457,29
458,8011
459,109
460,88
461,503
462,1542
463,6229
464,279
465,9009
466,6277
467,7105
468,5337
469,2440
470,3025
471,7318
472,8125
473,2613
474,897
475,5455
476,5967
477,3152
478,5839
479,6851
480,8050
481,3314
482,473
483,7298
484,5151
485,5439
486,7385
487,911
488,9084
489,8163
490,2663
491,1685
492,1952
493,4684
494,1644
495,1635
496,3206
497,6073
498,2171
499,2777
500,7201
501,609
502,5596
503,2872
504,9423
505,7895
506,680
507,1909
508,5152
509,5053
510,348
511,9102
512,4712
513,6359
514,2407
515,5664
516,6483
517,3617
518,2982
519,4377
520,5673
521,4339
522,1155
523,4441
524,2611
525,8244
526,8026
527,4958
528,1053
529,221
530,1292
531,1488
532,3483
533,7055
534,8102
535,298
536,8817
537,2663
538,9604
539,4123
540,3486
541,209
542,8067
543,6188
544,7945
545,4780
546,4021
547,5426
548,191
549,5612
550,3224
551,3302
552,2619
553,2005
554,1337
555,1955
556,6759
557,9127
558,5045
559,1311
560,513
561,2325
562,288
563,5326
564,2274
565,2938
566,345
567,6244
568,2411
569,5102
570,9166
571,3658
572,6177
573,7797
574,732
575,3859
576,7612
577,6105
578,1994
579,1342
580,1258
581,201
582,8902
583,5198
584,2809
585,2386
586,6656
587,2073
588,9044
589,2205
590,9046
591,2622
592,2925
593,1033
594,4799
595,6187
596,7148
597,187
598,9644
599,9086
600,5415
601,5011
602,4764
603,1882
604,8387
605,8384
606,6527
607,1292
608,6521
609,8406
610,7533
611,1374
612,2925
613,1391
614,24
615,5467
616,6539
617,5553
618,3391
619,5844
620,3443
621,6511
622,53
623,1475
624,7031
625,1074
626,7137
627,6399
628,8241
629,9353
630,4231
631,5711
632,443
633,2734
634,6327
635,7826
636,7369
637,2235
638,84
639,8942
640,2121
641,7532
642,216
643,7752
644,9455
645,6279
646,5814
647,6324
648,1514
649,9354
650,6192
651,4124
652,4955
653,3540
654,74
655,38
656,3447
657,7719
658,6911
659,5329
660,6715
661,5148
662,4322
663,1969
664,7519
665,855
666,4919
667,332
668,5870
669,9308
670,5252
671,691
672,964
673,5410
674,2450
675,1445
676,3369
677,5496
678,248
679,3408
680,78
681,2182
682,4234
683,8201
684,6837
685,6180
686,7566
687,8366
688,5734
689,9552
690,6559
691,5547
692,9215
693,284
694,6581
695,522
696,1308
697,9111
698,8901
699,1438
700,7655
701,957
702,629
703,2769
704,5314
705,49
706,9475
707,2156
708,978
709,5530
710,5446
711,1944
712,6446
713,4043
714,597
715,867
716,601
717,2552
718,2967
719,1637
720,9324
721,5702
722,4123
723,6659
724,1719
725,6098
726,6888
727,6387
728,3881
729,6709
730,4999
731,7457
732,4751
733,8230
734,5728
735,9298
736,6537
737,4464
738,9363
739,3863
740,9619
741,5333
742,8281
743,2276
744,7779
745,4420
746,2889
747,1953
748,7086
749,9399
750,398
751,4609
752,4288
753,8608
754,473
755,8706
756,2923
757,3621
758,340
759,8004
760,1951
761,1705
762,7
763,669
764,8508
765,4637
766,2046
767,3980
768,6180
769,519
770,8554
771,3740
772,7652
773,8018
774,4839
775,9868
776,5876
777,1638
778,9854
779,6189
780,9853
781,3161
782,5964
783,5467
784,8107
785,4022
786,9315
787,8767
788,5315
789,813
790,4015
791,628
792,6870
793,2700
794,3548
795,4858
796,2998
797,2316
798,4758
799,8407
800,425
801,2318
802,784
803,468
804,1692
805,3624
806,2121
807,8071
808,1642
809,7339
810,1996
811,3645
812,3485
813,2743
814,2216
815,9211
816,5668
817,8241
818,9951
819,2660
820,7942
821,2563
822,3138
823,7405
824,165
825,1605
826,3613
827,2543
828,8854
829,8635
830,6559
831,3757
832,7329
833,8350
834,2621
835,4231
836,2148
837,7424
838,7416
839,9822
840,1692
841,3706
842,9259
843,7594
844,1895
845,5672
846,921
847,8728
848,6500
849,8104
850,1751
851,2167
852,9804
853,686
854,454
855,6597
856,2469
857,876
858,8260
859,7749
860,2196
861,9584
862,8291
863,7397
864,7891
865,2110
866,1770
867,3949
868,451
869,7776
870,6154
871,3178
872,1748
873,3467
874,580
875,4507
876,4482
877,4708
878,297
879,2027
880,4770
881,3763
882,2450
883,3345
884,9230
885,6695
886,7921
887,8821
888,125
889,6281
890,5608
891,468
892,2935
893,6389
894,8313
895,7974
896,4983
897,7639
898,461
899,45
900,9058
901,3810
902,5752
903,9617
904,2167
905,2663
906,8797
907,3434
908,6135
909,6772
910,543
911,9469
912,4823
913,4219
914,4312
915,986
916,5572
917,6260
918,5645
919,5349
920,5814
921,4133
922,4913
923,7732
924,4776
925,1665
926,8664
927,4793
928,6119
929,7823
930,2063
931,8913
932,5912
933,3277
934,2843
935,1899
936,9023
937,3413
938,1279
939,3853
940,3838
941,175
942,1075
943,2068
944,107
945,7942
946,3505
947,3082
948,901
949,4751
950,4016
951,1501
952,2392
953,4055
954,2727
955,7005
956,6910
957,493
958,7834
959,7814
960,8984
961,3328
962,7241
963,1215
964,8286
965,3626
966,506
967,3442
968,4724
969,77
970,6531
971,6749
972,7294
973,1229
974,2220
975,4888
976,9781
977,7791
978,3493
979,4665
980,2154
981,4463
982,4340
983,1556
984,122
985,1752
986,8434
987,23
988,2322
989,6576
990,9062
991,8277
992,3141
993,5362
994,2257
995,816
996,8940
997,2000
998,6572
999,8316
1000,1853
1001,1400
1002,351
1003,1842
1004,0
1005,4870
1006,1828
1007,9187
1008,6573
1009,1627
1010,3340
1011,2270
1012,682
1013,9085
1014,9904
1015,8308
1016,1140
1017,5167
1018,2554
1019,2793
1020,5020
1021,1618
1022,6500
1023,6381
1024,8324
1025,3979
1026,8977
1027,5852
1028,1657
1029,9703
1030,7019
1031,7411
1032,4867
1033,1133
1034,9677
1035,5892
1036,6475
1037,5731
1038,8658
1039,3035
1040,8925
1041,7860
1042,2174
1043,2866
1044,2702
1045,304
1046,444
1047,739
1048,7759
1049,3860
1050,135
1051,1756
1052,35
1053,8715
1054,1820
1055,3607
1056,3373
1057,4245
1058,9327
1059,5962
1060,6782
1061,2200
1062,5342
1063,6733
1064,8398
1065,6340
1066,3204
1067,6090
1068,9496
1069,8139
1070,6223
1071,2394
1072,7147
1073,6513
1074,259
1075,461
1076,4381
1077,5664
1078,4911
1079,2954
1080,6931
1081,5167
1082,7361
1083,7624
1084,3423
1085,7892
1086,2070
1087,395
1088,73
1089,7304
1090,837
1091,6756
1092,7378
1093,186
1094,8717
1095,2946
1096,4484
1097,4630
1098,6299
1099,1134
1100,8398
1101,583
1102,1713
1103,1110
1104,8959
1105,9850
1106,9619
1107,567
1108,3984
1109,7942
1110,1475
1111,3104
1112,7479
1113,2505
1114,4944
1115,2613
1116,2265
1117,6100
1118,123
1119,5697
1120,4848
1121,4842
1122,1098
1123,5344
1124,3070
1125,5749
1126,768
1127,9532
1128,7040
1129,9690
1130,8860
1131,3990
1132,774
1133,8478
1134,7073
1135,7080
1136,6722
1137,8984
1138,6182
1139,6360
1140,2495
1141,1304
1142,4751
1143,8303
1144,1172
1145,4297
1146,7500
1147,4906
1148,9129
1149,9988
1150,8689
1151,193
1152,8761
1153,1861
1154,1606
1155,4807
1156,1737
1157,673
1158,2639
1159,626
1160,4616
1161,2984
1162,6382
1163,6363
1164,9703
1165,9704
1166,2391
1167,4391
1168,203
1169,2802
1170,5941
1171,6359
1172,4689
1173,5153
1174,1339
1175,6941
1176,1649
1177,7816
1178,1406
1179,4193
1180,8678
1181,362
1182,3537
1183,3075
1184,4749
1185,6672
1186,81
1187,5265
1188,2284
1189,903
1190,850
1191,2715
1192,8709
1193,4825
1194,9961
1195,3157
1196,7594
1197,765
1198,5275
1199,6717
1200,1043
1201,3505
1202,4950
1203,6750
1204,6367
1205,278
1206,4287
1207,835
1208,9959
1209,876
1210,6940
1211,4432
1212,5529
1213,496
1214,4115
1215,2494
1216,8691
1217,5364
1218,3683
1219,38
1220,174
1221,4846
1222,2209
1223,7408
1224,7150
1225,531
1226,757
1227,6316
1228,2343
1229,630
1230,7014
1231,2848
1232,6594
1233,9371
1234,7635
1235,755
1236,1584
1237,1633
1238,3092
1239,1385
1240,9022
1241,1839
1242,4448
1243,16
1244,3625
1245,2286
1246,3552
1247,7883
1248,8340
1249,104
1250,4100
1251,6717
1252,824
1253,2303
1254,7204
1255,8665
1256,3484
1257,8737
1258,2762
1259,3751
1260,8405
1261,5194
1262,878
1263,3929
1264,7775
1265,3690
1266,1250
1267,7567
1268,957
1269,6633
1270,6464
1271,647
1272,1933
1273,2377
1274,1568
1275,9609
1276,2399
1277,2859
1278,9726
1279,7634
1280,8856
1281,3604
1282,8620
1283,6096
1284,1746
1285,2769
1286,2771
1287,1102
1288,3126
1289,6920
1290,1104
1291,4879
1292,2957
1293,49
1294,3821
1295,1760
1296,1219
1297,8597
1298,349
1299,5113
1300,7821
1301,9622
1302,5100
1303,261
1304,9196
1305,4704
1306,2614
1307,3379
1308,2307
1309,735
1310,4199
1311,1419
1312,38
1313,4656
1314,131
1315,6005
1316,5939
1317,2668
1318,7831
1319,8918
1320,3365
1321,7570
1322,2671
1323,7852
1324,2502
1325,2180
1326,7545
1327,493
1328,2661
1329,4005
1330,3386
1331,5595
1332,4841
1333,9105
1334,3377
1335,9754
1336,421
1337,9886
1338,8121
1339,229
1340,364
1341,9666
1342,3282
1343,2334
1344,9094
1345,7061
1346,1585
1347,245
1348,4660
1349,8120
1350,7750
1351,1434
1352,1664
1353,6486
1354,8255
1355,9558
1356,6265
1357,5498
1358,7436
1359,1095
1360,8014
1361,3137
1362,3347
1363,7179
1364,168
1365,3281
1366,7653
1367,8240
1368,8157
1369,8458
1370,8064
1371,5032
1372,6307
1373,9260
1374,4198
1375,3058
1376,641
1377,3466
1378,8766
1379,1351
1380,8492
1381,9406
1382,4346
1383,3091
1384,2897
1385,2780
1386,8713
1387,8389
1388,29
1389,1915
1390,8093
1391,728
1392,5061
1393,5297
1394,8815
1395,9538
1396,8515
1397,46
1398,737
1399,2717
1400,6831
1401,8109
1402,6949
1403,9701
1404,6431
1405,7126
1406,8925
1407,6929
1408,1167
1409,4296
1410,5826
1411,6133
1412,7972
1413,965
1414,4185
1415,6215
1416,3805
1417,1645
1418,2195
1419,4240
1420,603
1421,3664
1422,564
1423,8902
1424,4531
1425,7566
1426,3974
1427,8312
1428,7314
1429,5921
1430,1886
1431,842
1432,1041
1433,5998
1434,4879
1435,6577
1436,8056
1437,9496
1438,3118
1439,6865
1440,1799
1441,3285
1442,6982
1443,4597
1444,2963
1445,5237
1446,4749
1447,2718
1448,1310
1449,512
1450,758
1451,209
1452,5819
1453,6511
1454,648
1455,1946
1456,9024
1457,7567
1458,5840
1459,6181
1460,556
1461,5425
1462,7875
1463,4318
1464,4491
1465,8133
1466,7558
1467,7815
1468,6760
1469,2296
1470,4417
1471,907
1472,9378
1473,251
1474,9280
1475,1024
1476,4354
1477,519
1478,8268
1479,9634
1480,4204
1481,1197
1482,987
1483,3662
1484,8996
1485,4851
1486,7827
1487,6844
1488,243
1489,1772
1490,4261
1491,6257
1492,3258
1493,8934
1494,855
1495,5507
1496,3830
1497,1067
1498,7986
1499,3230
1500,1909
1501,6688
1502,6910
1503,2214
1504,7080
1505,18
1506,5370
1507,8430
1508,8521
1509,7569
1510,656
1511,4649
1512,8686
1513,7757
1514,600
1515,3472
1516,15
1517,7233
1518,796
1519,8467
1520,1141
1521,1661
1522,1917
1523,8691
1524,8691
1525,4825
1526,3268
1527,9119
1528,4810
1529,7430
1530,7531
1531,5213
1532,8359
1533,6919
1534,3901
1535,1836
1536,5488
1537,3488
1538,730
1539,1335
1540,5631
1541,1310
1542,2576
1543,5037
1544,8365
1545,327
1546,1847
1547,4479
1548,9779
1549,211
1550,4699
1551,8505
1552,5469
1553,4795
1554,4320
1555,2372
1556,3920
1557,97
1558,8465
1559,523
1560,8894
1561,4864
1562,393
1563,9357
1564,295
1565,5238
1566,5142
1567,403
1568,5362
1569,7647
1570,3674
1571,7459
1572,6876
1573,9123
1574,68
1575,3188
1576,1488
1577,5123
1578,8110
1579,3026
1580,7449
1581,3424
1582,6664
1583,9300
1584,2692
1585,2045
1586,2582
1587,2156
1588,4265
1589,6982
1590,9014
1591,9135
1592,1114
1593,7089
1594,6372
1595,7222
1596,4621
1597,8051
1598,2369
1599,6436
1600,2103
1601,4486
1602,2577
1603,1561
1604,7242
1605,2554
1606,4996
1607,9382
1608,944
1609,3370
1610,2839
1611,4194
1612,440
1613,49
1614,268
1615,8317
1616,1377
1617,2060
1618,647
1619,1635
1620,8837
1621,6337
1622,6699
1623,7795
1624,2216
1625,8368
1626,5332
1627,4640
1628,4800
1629,5929
1630,3766
1631,3575
1632,215
1633,2078
1634,9718
1635,1602
1636,4430
1637,7306
1638,7367
1639,717
1640,9797
1641,2371
1642,5081
1643,1800
1644,5497
1645,3580
1646,1069
1647,9836
1648,5805
1649,2334
1650,8059
1651,4209
1652,2236
1653,1480
1654,8055
1655,1694
1656,4813
1657,1813
1658,7202
1659,1715
1660,2553
1661,9133
1662,6733
1663,7812
1664,9913
1665,9038
1666,6371
1667,5351
1668,5475
1669,1548
1670,3639
1671,7712
1672,2982
1673,9974
1674,1180
1675,1162
1676,2083
1677,8283
1678,8308
1679,4329
1680,3824
1681,2605
1682,1659
1683,941
1684,8391
1685,2662
1686,4997
1687,1146
1688,6164
1689,8
1690,5812
1691,8982
1692,623
1693,7625
1694,2350
1695,259
1696,518
1697,7294
1698,479
1699,8237
1700,5663
1701,7607
1702,5020
1703,470
1704,76
1705,7340
1706,1384
1707,9105
1708,8991
1709,7046
1710,7673
1711,6315
1712,6225
1713,6993
1714,6653
1715,9936
1716,3950
1717,7056
1718,2490
1719,8813
1720,6467
1721,2690
1722,6755
1723,1250
1724,5547
1725,5524
1726,1986
1727,9915
1728,4293
1729,2087
1730,1746
1731,2735
1732,1306
1733,4739
1734,6396
1735,9752
1736,3598
1737,8940
1738,469
1739,8420
1740,4965
1741,5219
1742,2373
1743,971
1744,1208
1745,1857
1746,8315
1747,5266
1748,4888
1749,6000
1750,879
1751,2480
1752,2258
1753,6298
1754,6760
1755,2063
1756,2116
1757,3878
1758,9615
1759,5365
1760,2607
1761,9199
1762,6548
1763,52
1764,6973
1765,1896
1766,7408
1767,366
1768,2405
1769,2558
1770,8811
1771,637
1772,8076
1773,2316
1774,6526
1775,1361
1776,1614
1777,9637
1778,283
1779,2507
1780,7134
1781,525
1782,8028
1783,7819
1784,250
1785,4424
1786,5386
1787,6469
1788,3379
1789,664
1790,9503
1791,3081
1792,1467
1793,7729
1794,3021
1795,131
1796,1024
1797,2191
1798,8608
1799,3312
1800,1064
1801,986
1802,2386
1803,4322
1804,4653
1805,7545
1806,3470
1807,1829
1808,2155
1809,3317
1810,9031
1811,3203
1812,8711
1813,1359
1814,8249
1815,85
1816,4563
1817,2901
1818,2256
1819,8252
1820,8943
1821,3553
1822,2360
1823,4655
1824,2594
1825,7314
1826,7669
1827,8885
1828,74
1829,5663
1830,2532
1831,9173
1832,6016
1833,5865
1834,7234
1835,8476
1836,4815
1837,1504
1838,1291
1839,8447
1840,4950
1841,4729
1842,5557
1843,8706
1844,3132
1845,3391
1846,9535
1847,7960
1848,6724
1849,872
1850,2596
1851,9931
1852,6673
1853,4377
1854,2580
1855,6799
1856,4044
1857,8140
1858,9828
1859,9266
1860,7300
1861,7584
1862,933
1863,8119
1864,2804
1865,9378
1866,7763
1867,9139
1868,4171
1869,27
1870,3455
1871,1335
1872,2296
1873,7946
1874,4767
1875,8031
1876,2165
1877,5668
1878,1860
1879,1402
1880,7366
1881,3561
1882,1693
1883,2764
1884,5457
1885,4665
1886,6538
1887,5808
1888,4048
1889,9238
1890,1667
1891,194
1892,1365
1893,6315
1894,2009
1895,3740
1896,5453
1897,7021
1898,8445
1899,5551
1900,2121
1901,3106
1902,9249
1903,5732
1904,1129
1905,5888
1906,1628
1907,7235
1908,4137
1909,2470
1910,7186
1911,9332
1912,64
1913,6737
1914,5970
1915,2277
1916,5206
1917,2872
1918,9825
1919,1403
1920,5479
1921,7416
1922,952
1923,6556
1924,4726
1925,983
1926,5946
1927,1981
1928,7091
1929,2067
1930,6585
1931,3991
1932,1855
1933,2123
1934,569
1935,4767
1936,256
1937,2017
1938,3940
1939,8342
1940,8400
1941,9470
1942,1151
1943,1950
1944,267
1945,6710
1946,9149
1947,9967
1948,6857
1949,4382
1950,4483
1951,7352
1952,8616
1953,7259
1954,5516
1955,3050
1956,862
1957,9340
1958,6606
1959,8369
1960,2717
1961,6635
1962,2317
1963,3940
1964,2056
1965,3696
1966,4062
1967,6688
1968,8661
1969,343
1970,2335
1971,4880
1972,7028
1973,6499
1974,5845
1975,8416
1976,831
1977,3107
1978,7781
1979,6065
1980,2369
1981,8739
1982,1767
1983,847
1984,1148
1985,4966
1986,1560
1987,2034
1988,8742
1989,1603
1990,7071
1991,9090
1992,3044
1993,622
1994,4146
1995,6382
1996,5194
1997,1368
1998,1130
1999,2095
2000,7201
2001,953
2002,3045
2003,9112
2004,1418
2005,1389
2006,8106
2007,9169
2008,2019
2009,8861
2010,4018
2011,5077
2012,1959
2013,7952
2014,9381
2015,8664
2016,9866
2017,4513
2018,2578
2019,5677
2020,3894
2021,6611
2022,2404
2023,2678
2024,5119
2025,4466
2026,641
2027,6573
2028,7534
2029,7308
2030,1316
2031,6708
2032,9676
2033,8944
2034,2366
2035,7576
2036,3997
2037,7829
2038,1224
2039,8075
2040,3199
2041,7454
2042,5612
2043,4705
2044,5171
2045,5420
2046,7013
2047,5467
2048,1739
2049,7653
2050,436
2051,6579
2052,2869
2053,3972
2054,4116
2055,23
2056,1703
2057,4689
2058,433
2059,2969
2060,8059
2061,8915
2062,6148
2063,1366
2064,6221
2065,1026
2066,2194
2067,7238
2068,2675
2069,1970
2070,2166
2071,1348
2072,9452
2073,2909
2074,379
2075,6926
2076,1500
2077,9776
2078,3567
2079,1039
2080,6679
2081,4985
2082,9829
2083,7147
2084,3243
2085,6383
2086,169
2087,2667
2088,1891
2089,1122
2090,521
2091,5530
2092,5082
2093,517
2094,6370
2095,2030
2096,9917
2097,6154
2098,25
2099,2107
2100,9156
2101,9660
2102,2652
2103,7557
2104,7730
2105,8098
2106,8967
2107,2452
2108,7002
2109,5507
2110,8859
2111,7517
2112,5397
2113,7653
2114,2748
2115,223
2116,849
2117,4539
2118,3274
2119,4507
2120,4956
2121,8606
2122,3507
2123,5719
2124,5170
2125,7834
2126,4710
2127,7012
2128,8483
2129,7661
2130,3419
2131,7695
2132,3401
2133,8140
2134,850
2135,389
2136,6856
2137,902
2138,393
2139,3499
2140,8758
2141,5101
2142,225
2143,9389
2144,9853
2145,4578
2146,5091
2147,5685
2148,9775
2149,528
2150,4287
2151,9022
2152,346
2153,828
2154,9286
2155,6505
2156,3148
2157,1819
2158,4809
2159,2512
2160,4280
2161,8357
2162,2768
2163,9946
2164,4697
2165,7112
2166,8608
2167,4190
2168,5831
2169,2512
2170,967
2171,1019
2172,4872
2173,2438
2174,8682
2175,1799
2176,5577
2177,3527
2178,7281
2179,6614
2180,3437
2181,6134
2182,1584
2183,7582
2184,3844
2185,4788
2186,586
2187,1288
2188,7632
2189,2047
2190,5057
2191,7082
2192,7076
2193,9897
2194,4065
2195,1843
2196,2286
2197,7675
2198,2526
2199,118
2200,1062
2201,201
2202,2602
2203,9163
2204,4471
2205,1095
2206,1692
2207,9474
2208,3806
2209,44
2210,8110
2211,362
2212,737
2213,70
2214,9989
2215,2209
2216,6947
2217,2495
2218,1270
2219,6044
2220,8261
2221,558
2222,295
2223,7161
2224,1278
2225,7249
2226,8900
2227,2339
2228,4733
2229,618
2230,8420
2231,7222
2232,830
2233,1783
2234,5579
2235,1892
2236,4940
2237,8807
2238,1472
2239,7800
2240,4887
2241,2985
2242,6434
2243,248
2244,4374
2245,2439
2246,8006
2247,8976
2248,254
2249,4804
2250,2500
2251,7181
2252,2931
2253,9089
2254,1812
2255,1543
2256,5934
2257,3158
2258,6163
2259,4658
2260,8865
2261,1967
2262,3018
2263,9670
2264,823
2265,2852
2266,4704
2267,6366
2268,7455
2269,3006
2270,3919
2271,8975
2272,9338
2273,4519
2274,6709
2275,6634
2276,2530
2277,1346
2278,6124
2279,7379
2280,4542
2281,347
2282,1035
2283,5378
2284,6099
2285,767
2286,110
2287,1370
2288,270
2289,6447
2290,3108
2291,760
2292,6991
2293,8065
2294,7800
2295,6750
2296,4136
2297,616
2298,5923
2299,1249
2300,1447
2301,8053
2302,4143
2303,3088
2304,9551
2305,7357
2306,8991
2307,310
2308,7182
2309,3517
2310,6813
2311,9266
2312,5226
2313,1068
2314,3699
2315,4516
2316,4941
2317,5648
2318,4911
2319,5675
2320,8147
2321,3716
2322,9825
2323,3037
2324,754
2325,8792
2326,694
2327,102
2328,1273
2329,1753
2330,5242
2331,9477
2332,2908
2333,5235
2334,6474
2335,883
2336,5327
2337,7524
2338,632
2339,6341
2340,4097
2341,5378
2342,6226
2343,6068
2344,9595
2345,2224
2346,8453
2347,8284
2348,5960
2349,9021
2350,7917
2351,8609
2352,5304
2353,414
2354,6465
2355,9225
2356,48
2357,2653
2358,1613
2359,2021
2360,9076
2361,97
2362,1503
2363,1649
2364,551
2365,2768
2366,4454
2367,9919
2368,9410
2369,1587
2370,7352
2371,8527
2372,67
2373,3049
2374,9732
2375,9875
2376,7880
2377,5150
2378,7783
2379,3567
2380,1149
2381,2029
2382,1746
2383,6678
2384,4882
2385,9764
2386,1547
2387,1955
2388,3025
2389,7847
2390,8611
2391,8853
2392,2862
2393,8952
2394,6377
2395,943
2396,2416
2397,8565
2398,5309
2399,2878
2400,8111
2401,9426
2402,471
2403,4940
2404,7374
2405,4041
2406,9145
2407,5125
2408,9418
2409,3423
2410,2546
2411,5992
2412,756
2413,1048
2414,3765
2415,1504
2416,2972
2417,5534
2418,3657
2419,6436
2420,1630
2421,6734
2422,34
2423,3132
2424,9826
2425,7700
2426,9904
2427,3733
2428,9262
2429,9161
2430,1014
2431,3094
2432,687
2433,4233
2434,5838
2435,4084
2436,2088
2437,1098
2438,1034
2439,4147
2440,6489
2441,9465
2442,6430
2443,2686
2444,7124
2445,9383
2446,5021
2447,2600
2448,1996
2449,7572
2450,6978
2451,5540
2452,6063
2453,1371
2454,5136
2455,1443
2456,6262
2457,1807
2458,2187
2459,7900
2460,1178
2461,1860
2462,9993
2463,3488
2464,3801
2465,9745
2466,435
2467,1502
2468,1305
2469,8356
2470,2880
2471,8852
2472,3244
2473,9014
2474,8724
2475,2280
2476,2549
2477,1729
2478,1316
2479,1830
2480,1786
2481,6271
2482,8526
2483,9179
2484,315
2485,3509
2486,7927
2487,6561
2488,1410
2489,4512
2490,628
2491,7291
2492,971
2493,7054
2494,7117
2495,4868
2496,8758
2497,241
2498,1311
2499,1475
2500,8682
2501,4111
2502,6914
2503,9042
2504,8476
2505,8350
2506,3242
2507,2143
2508,5888
2509,8014
2510,2129
2511,642
2512,7888
2513,2567
2514,2613
2515,6000
2516,9403
2517,9060
2518,3326
2519,5312
2520,1919
2521,2368
2522,2066
2523,28
2524,778
2525,3136
2526,6476
2527,7626
2528,8733
2529,8849
2530,3883
2531,7019
2532,5058
2533,4660
2534,9047
2535,6867
2536,1152
2537,1527
2538,474
2539,8379
2540,4253
2541,9559
2542,620
2543,6676
2544,9411
2545,3474
2546,223
2547,3389
2548,3830
2549,8097
2550,1004
2551,5174
2552,3541
2553,5237
2554,6797
2555,5733
